key 	 Omega 	 dN 	 dS 
OGs_OG0007313_Gbi_Lko.aln	0.0384	0.1539	4.0053
OGs_OG0000370_Gbi_Lko.aln	0.1776	0.8187	4.6096
OGs_OG0013303_Gbi_Lko.aln	0.3047	0.3976	1.3049
OGs_OG0007988_Gbi_Lko.aln	0.0931	0.2073	2.2275
OGs_OG0007595_Gbi_Lko.aln	0.0764	0.1541	2.0167
OGs_OG0011398_Gbi_Lko.aln	0.095	0.3176	3.3428
OGs_OG0004218_Gbi_Lko.aln	0.2468	0.9014	3.6517
OGs_OG0009074_Gbi_Lko.aln	0.0707	0.3013	4.2647
OGs_OG0003421_Gbi_Lko.aln	0.0631	0.2874	4.5565
OGs_OG0007430_Gbi_Lko.aln	0.115	0.4717	4.1023
OGs_OG0009706_Gbi_Lko.aln	0.0311	0.1188	3.8229
OGs_OG0009629_Gbi_Lko.aln	0.1324	0.473	3.5724
OGs_OG0010647_Gbi_Lko.aln	0.2635	0.4609	1.7491
OGs_OG0002980_Gbi_Lko.aln	0.0525	0.2454	4.6787
OGs_OG0006440_Gbi_Lko.aln	0.0096	0.0273	2.8316
OGs_OG0013618_Gbi_Lko.aln	0.0386	0.1328	3.4376
OGs_OG0003761_Gbi_Lko.aln	0.0129	0.0237	1.8342
OGs_OG0004584_Gbi_Lko.aln	0.0282	0.1007	3.5664
OGs_OG0002626_Gbi_Lko.aln	0.0978	0.3694	3.7768
OGs_OG0006224_Gbi_Lko.aln	0.1015	0.4006	3.9481
OGs_OG0002739_Gbi_Lko.aln	0.012	0.0638	5.2984
OGs_OG0003125_Gbi_Lko.aln	0.0301	0.0946	3.146
OGs_OG0005792_Gbi_Lko.aln	0.0178	0.0268	1.5016
OGs_OG0007505_Gbi_Lko.aln	0.1772	0.343	1.9361
OGs_OG0002808_Gbi_Lko.aln	0.0804	0.2205	2.7433
OGs_OG0005324_Gbi_Lko.aln	0.0399	0.1125	2.8193
OGs_OG0005636_Gbi_Lko.aln	0.0272	0.1123	4.1346
OGs_OG0003705_Gbi_Lko.aln	0.1149	0.1508	1.313
OGs_OG0004542_Gbi_Lko.aln	0.1101	0.1787	1.6234
OGs_OG0003065_Gbi_Lko.aln	0.0702	0.1236	1.7609
OGs_OG0003249_Gbi_Lko.aln	0.0385	0.0787	2.0447
OGs_OG0011522_Gbi_Lko.aln	0.0815	0.2802	3.4378
OGs_OG0007000_Gbi_Lko.aln	0.032	0.1531	4.784
OGs_OG0006227_Gbi_Lko.aln	0.0233	0.0496	2.1284
OGs_OG0003307_Gbi_Lko.aln	0.0478	0.1159	2.4266
OGs_OG0008356_Gbi_Lko.aln	0.1419	0.2965	2.0893
OGs_OG0007735_Gbi_Lko.aln	0.0241	0.1007	4.1708
OGs_OG0013469_Gbi_Lko.aln	0.0785	0.2074	2.643
OGs_OG0005534_Gbi_Lko.aln	0.0979	0.222	2.2669
OGs_OG0001874_Gbi_Lko.aln	0.0974	0.3757	3.856
OGs_OG0002928_Gbi_Lko.aln	0.0217	0.0824	3.7915
OGs_OG0008243_Gbi_Lko.aln	0.0596	0.2673	4.4868
OGs_OG0004919_Gbi_Lko.aln	0.0466	0.2001	4.2974
OGs_OG0007298_Gbi_Lko.aln	0.0362	0.144	3.9742
OGs_OG0008614_Gbi_Lko.aln	0.0937	0.3277	3.4974
OGs_OG0005601_Gbi_Lko.aln	0.0903	0.2439	2.7001
OGs_OG0005098_Gbi_Lko.aln	0.0728	0.196	2.6919
OGs_OG0010593_Gbi_Lko.aln	0.1792	0.2874	1.6039
OGs_OG0003228_Gbi_Lko.aln	0.1424	0.2924	2.0533
OGs_OG0007337_Gbi_Lko.aln	0.0244	0.1115	4.5774
OGs_OG0004813_Gbi_Lko.aln	0.0399	0.1813	4.5421
OGs_OG0005931_Gbi_Lko.aln	0.0113	0.0404	3.5636
OGs_OG0003556_Gbi_Lko.aln	0.0271	0.0291	1.0735
OGs_OG0006356_Gbi_Lko.aln	0.0457	0.1359	2.9713
OGs_OG0002143_Gbi_Lko.aln	0.0091	0.0148	1.6348
OGs_OG0008752_Gbi_Lko.aln	0.0966	0.2249	2.3276
OGs_OG0005925_Gbi_Lko.aln	0.0021	0.0038	1.8228
OGs_OG0003739_Gbi_Lko.aln	0.0343	0.1255	3.6613
OGs_OG0001544_Gbi_Lko.aln	0.1589	0.5063	3.1868
OGs_OG0005357_Gbi_Lko.aln	0.0212	0.0922	4.3442
OGs_OG0004143_Gbi_Lko.aln	0.0483	0.1639	3.396
OGs_OG0004740_Gbi_Lko.aln	0.0134	0.0688	5.1213
OGs_OG0004835_Gbi_Lko.aln	0.0191	0.0874	4.5854
OGs_OG0003783_Gbi_Lko.aln	0.064	0.244	3.8139
OGs_OG0004724_Gbi_Lko.aln	0.0115	0.0389	3.3783
OGs_OG0005365_Gbi_Lko.aln	0.1201	0.2294	1.9111
OGs_OG0009982_Gbi_Lko.aln	0.1458	0.3895	2.6708
OGs_OG0008658_Gbi_Lko.aln	0.2398	0.4057	1.6919
OGs_OG0006778_Gbi_Lko.aln	0.0732	0.1737	2.3743
OGs_OG0005810_Gbi_Lko.aln	0.0488	0.2141	4.384
OGs_OG0002886_Gbi_Lko.aln	0.0443	0.0432	0.9735
OGs_OG0005040_Gbi_Lko.aln	0.0391	0.1697	4.3352
OGs_OG0004283_Gbi_Lko.aln	0.0508	0.2051	4.0361
OGs_OG0002588_Gbi_Lko.aln	0.0565	0.218	3.8605
OGs_OG0008774_Gbi_Lko.aln	0.0437	0.1527	3.4961
OGs_OG0003268_Gbi_Lko.aln	0.0578	0.1252	2.1677
OGs_OG0002216_Gbi_Lko.aln	0.1772	0.3275	1.848
OGs_OG0013379_Gbi_Lko.aln	0.0867	0.3594	4.1461
OGs_OG0004500_Gbi_Lko.aln	0.0028	0.0094	3.3691
OGs_OG0013677_Gbi_Lko.aln	0.0344	0.0245	0.7105
OGs_OG0008369_Gbi_Lko.aln	0.0917	0.2131	2.3246
OGs_OG0003546_Gbi_Lko.aln	0.062	0.2418	3.9003
OGs_OG0013646_Gbi_Lko.aln	0.2884	0.3962	1.374
OGs_OG0004330_Gbi_Lko.aln	0.0132	0.0542	4.1196
OGs_OG0009708_Gbi_Lko.aln	0.1487	0.4391	2.9519
OGs_OG0010601_Gbi_Lko.aln	0.0298	0.1282	4.306
OGs_OG0006264_Gbi_Lko.aln	0.0126	0.0572	4.53
OGs_OG0007697_Gbi_Lko.aln	0.0118	0.0508	4.3014
OGs_OG0004982_Gbi_Lko.aln	0.05	0.1243	2.4862
OGs_OG0006733_Gbi_Lko.aln	0.0574	0.2039	3.5531
OGs_OG0005146_Gbi_Lko.aln	0.0283	0.0583	2.0601
OGs_OG0004126_Gbi_Lko.aln	0.0416	0.2072	4.9847
OGs_OG0008345_Gbi_Lko.aln	0.5693	1.1974	2.1034
OGs_OG0004521_Gbi_Lko.aln	0.0472	0.1142	2.4216
OGs_OG0009037_Gbi_Lko.aln	0.0741	0.3114	4.2
OGs_OG0004472_Gbi_Lko.aln	0.0295	0.1163	3.9413
OGs_OG0006916_Gbi_Lko.aln	0.0596	0.2027	3.4022
OGs_OG0003779_Gbi_Lko.aln	0.0697	0.1147	1.645
OGs_OG0008145_Gbi_Lko.aln	0.0905	0.334	3.692
OGs_OG0013393_Gbi_Lko.aln	0.456	0.6452	1.4149
OGs_OG0003941_Gbi_Lko.aln	0.047	0.0767	1.6327
OGs_OG0008003_Gbi_Lko.aln	0.0183	0.0907	4.9477
OGs_OG0009079_Gbi_Lko.aln	0.2348	0.7608	3.2397
OGs_OG0003807_Gbi_Lko.aln	0.0167	0.0772	4.6115
OGs_OG0004722_Gbi_Lko.aln	0.0443	0.0393	0.8861
OGs_OG0005676_Gbi_Lko.aln	0.0561	0.1792	3.1972
OGs_OG0001053_Gbi_Lko.aln	0.0285	0.0514	1.8061
OGs_OG0006112_Gbi_Lko.aln	0.0304	0.1187	3.9063
OGs_OG0006853_Gbi_Lko.aln	0.0624	0.2405	3.8528
OGs_OG0007887_Gbi_Lko.aln	0.0422	0.1721	4.077
OGs_OG0004137_Gbi_Lko.aln	0.0134	0.0155	1.1547
OGs_OG0008053_Gbi_Lko.aln	0.1155	0.4568	3.9535
OGs_OG0003677_Gbi_Lko.aln	0.0078	0.0324	4.1732
OGs_OG0004534_Gbi_Lko.aln	0.0853	0.1377	1.6145
OGs_OG0007352_Gbi_Lko.aln	0.0337	0.1455	4.3236
OGs_OG0004485_Gbi_Lko.aln	0.0332	0.1329	3.9962
OGs_OG0006857_Gbi_Lko.aln	0.0735	0.249	3.3883
OGs_OG0007811_Gbi_Lko.aln	0.151	0.2224	1.4724
OGs_OG0004638_Gbi_Lko.aln	0.0408	0.0972	2.3821
OGs_OG0001571_Gbi_Lko.aln	0.0413	0.1779	4.3093
OGs_OG0013364_Gbi_Lko.aln	0.1738	0.1906	1.0969
OGs_OG0006624_Gbi_Lko.aln	0.0984	0.3071	3.1202
OGs_OG0003044_Gbi_Lko.aln	0.0313	0.081	2.5884
OGs_OG0008042_Gbi_Lko.aln	0.0345	0.0697	2.0188
OGs_OG0003570_Gbi_Lko.aln	0.012	0.0593	4.9582
OGs_OG0002851_Gbi_Lko.aln	0.055	0.1532	2.7852
OGs_OG0004235_Gbi_Lko.aln	0.0095	0.0403	4.2323
OGs_OG0004692_Gbi_Lko.aln	0.128	0.5942	4.6415
OGs_OG0002243_Gbi_Lko.aln	0.0248	0.0503	2.0249
OGs_OG0006755_Gbi_Lko.aln	0.0138	0.0518	3.7496
OGs_OG0002933_Gbi_Lko.aln	0.0403	0.2	4.96
OGs_OG0006251_Gbi_Lko.aln	0.0366	0.1556	4.2551
OGs_OG0005886_Gbi_Lko.aln	0.0886	0.3635	4.1042
OGs_OG0001339_Gbi_Lko.aln	0.0974	0.0974	1.0009
OGs_OG0003628_Gbi_Lko.aln	0.0507	0.1366	2.6942
OGs_OG0002153_Gbi_Lko.aln	0.0612	0.2273	3.7115
OGs_OG0002863_Gbi_Lko.aln	0.0265	0.1056	3.9876
OGs_OG0005674_Gbi_Lko.aln	0.069	0.3579	5.1903
OGs_OG0013635_Gbi_Lko.aln	0.0959	0.3142	3.2776
OGs_OG0009035_Gbi_Lko.aln	0.0535	0.2061	3.8542
OGs_OG0001901_Gbi_Lko.aln	0.0219	0.1064	4.8597
OGs_OG0006569_Gbi_Lko.aln	0.0779	0.1832	2.3528
OGs_OG0006407_Gbi_Lko.aln	0.0277	0.1116	4.025
OGs_OG0005571_Gbi_Lko.aln	0.0988	0.184	1.8634
OGs_OG0006401_Gbi_Lko.aln	0.0212	0.0888	4.1841
OGs_OG0008516_Gbi_Lko.aln	0.0289	0.1191	4.1263
OGs_OG0001280_Gbi_Lko.aln	0.0546	0.1388	2.5426
OGs_OG0001363_Gbi_Lko.aln	0.0797	0.3352	4.2067
OGs_OG0010442_Gbi_Lko.aln	0.0674	0.2694	3.9997
OGs_OG0002939_Gbi_Lko.aln	0.0251	0.0504	2.0053
OGs_OG0002830_Gbi_Lko.aln	0.0674	0.3457	5.1321
OGs_OG0005020_Gbi_Lko.aln	0.0011	0.1041	99.0
OGs_OG0006390_Gbi_Lko.aln	0.0733	0.2799	3.8212
OGs_OG0005371_Gbi_Lko.aln	0.0544	0.0879	1.6156
OGs_OG0004073_Gbi_Lko.aln	0.0338	0.1423	4.2173
OGs_OG0001170_Gbi_Lko.aln	0.009	0.0324	3.5967
OGs_OG0004975_Gbi_Lko.aln	0.0305	0.0921	3.0235
OGs_OG0002860_Gbi_Lko.aln	0.1638	0.1999	1.2203
OGs_OG0004139_Gbi_Lko.aln	0.0384	0.1475	3.8392
OGs_OG0003473_Gbi_Lko.aln	0.0287	0.0468	1.6289
OGs_OG0007785_Gbi_Lko.aln	0.0813	0.3785	4.6566
OGs_OG0005288_Gbi_Lko.aln	0.067	0.0889	1.3273
OGs_OG0006671_Gbi_Lko.aln	0.2592	0.3763	1.4522
OGs_OG0013581_Gbi_Lko.aln	0.1644	0.3235	1.9676
OGs_OG0008527_Gbi_Lko.aln	0.0961	0.3551	3.6941
OGs_OG0007480_Gbi_Lko.aln	0.05	0.1984	3.9665
OGs_OG0000761_Gbi_Lko.aln	0.0408	0.0962	2.3607
OGs_OG0004303_Gbi_Lko.aln	0.1103	0.3336	3.0252
OGs_OG0002395_Gbi_Lko.aln	0.0431	0.1323	3.0727
OGs_OG0009399_Gbi_Lko.aln	0.1896	0.2138	1.1276
OGs_OG0002045_Gbi_Lko.aln	0.0948	0.188	1.9832
OGs_OG0007563_Gbi_Lko.aln	0.0897	0.1585	1.7666
OGs_OG0002865_Gbi_Lko.aln	0.0632	0.2068	3.2711
OGs_OG0002139_Gbi_Lko.aln	0.0488	0.1518	3.1125
OGs_OG0007454_Gbi_Lko.aln	0.0368	0.1455	3.9538
OGs_OG0005717_Gbi_Lko.aln	0.0232	0.0958	4.1305
OGs_OG0003178_Gbi_Lko.aln	0.1118	0.239	2.1374
OGs_OG0010011_Gbi_Lko.aln	0.1301	0.3426	2.6325
OGs_OG0005504_Gbi_Lko.aln	0.0357	0.0666	1.8623
OGs_OG0002832_Gbi_Lko.aln	0.0239	0.1033	4.3163
OGs_OG0006000_Gbi_Lko.aln	0.0271	0.0672	2.4846
OGs_OG0006748_Gbi_Lko.aln	0.0876	0.3058	3.4924
OGs_OG0003558_Gbi_Lko.aln	0.0642	0.2974	4.6363
OGs_OG0005391_Gbi_Lko.aln	0.0417	0.1496	3.5889
OGs_OG0008555_Gbi_Lko.aln	0.2262	0.2153	0.9518
OGs_OG0008225_Gbi_Lko.aln	0.0273	0.1066	3.9028
OGs_OG0003699_Gbi_Lko.aln	0.0276	0.111	4.0236
OGs_OG0003442_Gbi_Lko.aln	0.0329	0.1368	4.1633
OGs_OG0003066_Gbi_Lko.aln	0.0403	0.0567	1.407
OGs_OG0002387_Gbi_Lko.aln	0.0331	0.1533	4.633
OGs_OG0003021_Gbi_Lko.aln	0.0538	0.1206	2.2392
OGs_OG0002188_Gbi_Lko.aln	0.0138	0.0392	2.8425
OGs_OG0002162_Gbi_Lko.aln	0.0145	0.0589	4.0789
OGs_OG0002432_Gbi_Lko.aln	0.0609	0.2609	4.2866
OGs_OG0006977_Gbi_Lko.aln	0.0857	0.3527	4.1145
OGs_OG0001787_Gbi_Lko.aln	0.0675	0.0999	1.4793
OGs_OG0003973_Gbi_Lko.aln	0.0952	0.1339	1.4065
OGs_OG0006872_Gbi_Lko.aln	0.1144	0.2576	2.2519
OGs_OG0002762_Gbi_Lko.aln	0.044	0.1953	4.4377
OGs_OG0005535_Gbi_Lko.aln	0.0574	0.1176	2.0502
OGs_OG0013550_Gbi_Lko.aln	0.1184	0.3509	2.9633
OGs_OG0003799_Gbi_Lko.aln	0.0341	0.0612	1.7941
OGs_OG0006199_Gbi_Lko.aln	0.1475	0.2811	1.9058
OGs_OG0001195_Gbi_Lko.aln	0.0253	0.1426	5.6307
OGs_OG0002035_Gbi_Lko.aln	0.1219	0.5255	4.3114
OGs_OG0005630_Gbi_Lko.aln	0.0333	0.1435	4.3041
OGs_OG0004421_Gbi_Lko.aln	0.0775	0.3488	4.4997
OGs_OG0006058_Gbi_Lko.aln	0.0542	0.0424	0.783
OGs_OG0011567_Gbi_Lko.aln	0.5058	0.5677	1.1224
OGs_OG0004086_Gbi_Lko.aln	0.046	0.1643	3.5679
OGs_OG0000905_Gbi_Lko.aln	0.0318	0.0865	2.7233
OGs_OG0002649_Gbi_Lko.aln	0.0221	0.0915	4.1361
OGs_OG0007914_Gbi_Lko.aln	0.125	0.4195	3.3553
OGs_OG0005075_Gbi_Lko.aln	0.0379	0.0307	0.8103
OGs_OG0007017_Gbi_Lko.aln	0.1023	0.2159	2.1112
OGs_OG0013683_Gbi_Lko.aln	0.1021	0.2665	2.6116
OGs_OG0007209_Gbi_Lko.aln	0.0741	0.1921	2.5929
OGs_OG0011579_Gbi_Lko.aln	0.0577	0.1794	3.1116
OGs_OG0004353_Gbi_Lko.aln	0.1321	0.474	3.5886
OGs_OG0004460_Gbi_Lko.aln	0.0692	0.2028	2.9294
OGs_OG0000996_Gbi_Lko.aln	0.069	0.2689	3.8983
OGs_OG0006120_Gbi_Lko.aln	0.0122	0.0195	1.6046
OGs_OG0007809_Gbi_Lko.aln	0.205	0.5816	2.8364
OGs_OG0013498_Gbi_Lko.aln	0.0825	0.2976	3.6067
OGs_OG0005524_Gbi_Lko.aln	0.049	0.1887	3.8498
OGs_OG0009107_Gbi_Lko.aln	0.0326	0.0584	1.7923
OGs_OG0001005_Gbi_Lko.aln	0.0632	0.2129	3.3676
OGs_OG0004652_Gbi_Lko.aln	0.0342	0.161	4.7005
OGs_OG0006414_Gbi_Lko.aln	0.0509	0.2167	4.2604
OGs_OG0005672_Gbi_Lko.aln	0.0284	0.1001	3.5209
OGs_OG0004833_Gbi_Lko.aln	0.013	0.0481	3.7014
OGs_OG0005032_Gbi_Lko.aln	0.0185	0.0707	3.8178
OGs_OG0006851_Gbi_Lko.aln	0.0877	0.2066	2.3564
OGs_OG0005989_Gbi_Lko.aln	0.0556	0.1587	2.8557
OGs_OG0004697_Gbi_Lko.aln	0.0154	0.0591	3.848
OGs_OG0002678_Gbi_Lko.aln	0.1085	0.2518	2.3211
OGs_OG0007767_Gbi_Lko.aln	0.0242	0.1248	5.1553
OGs_OG0004897_Gbi_Lko.aln	0.022	0.0934	4.2477
OGs_OG0003715_Gbi_Lko.aln	0.1274	0.1279	1.0042
OGs_OG0005602_Gbi_Lko.aln	0.0968	0.3363	3.4743
OGs_OG0005332_Gbi_Lko.aln	0.0881	0.218	2.4737
OGs_OG0008331_Gbi_Lko.aln	0.0831	0.3737	4.4947
OGs_OG0005309_Gbi_Lko.aln	0.0342	0.07	2.0448
OGs_OG0003610_Gbi_Lko.aln	0.0488	0.2017	4.1326
OGs_OG0005978_Gbi_Lko.aln	0.0597	0.1023	1.7131
OGs_OG0006172_Gbi_Lko.aln	0.0231	0.046	1.9909
OGs_OG0006985_Gbi_Lko.aln	0.0499	0.1964	3.9334
OGs_OG0003935_Gbi_Lko.aln	0.007	0.0261	3.7495
OGs_OG0004090_Gbi_Lko.aln	0.0167	0.0774	4.6392
OGs_OG0007443_Gbi_Lko.aln	0.187	0.2221	1.1878
OGs_OG0000981_Gbi_Lko.aln	0.0112	0.0152	1.3534
OGs_OG0006266_Gbi_Lko.aln	0.009	0.0225	2.5032
OGs_OG0001670_Gbi_Lko.aln	0.0578	0.1291	2.2331
OGs_OG0002910_Gbi_Lko.aln	0.0438	0.1166	2.6594
OGs_OG0007021_Gbi_Lko.aln	0.0498	0.1552	3.1154
OGs_OG0009005_Gbi_Lko.aln	0.1034	0.4473	4.3277
OGs_OG0004014_Gbi_Lko.aln	0.0389	0.0582	1.4982
OGs_OG0004631_Gbi_Lko.aln	0.009	0.0338	3.7741
OGs_OG0005317_Gbi_Lko.aln	0.1006	0.16	1.5903
OGs_OG0011348_Gbi_Lko.aln	0.1394	0.2714	1.9462
OGs_OG0007288_Gbi_Lko.aln	0.0344	0.1401	4.0697
OGs_OG0013323_Gbi_Lko.aln	0.1109	0.3999	3.6056
OGs_OG0006216_Gbi_Lko.aln	0.0294	0.0821	2.7918
OGs_OG0013689_Gbi_Lko.aln	0.0339	0.0625	1.8453
OGs_OG0005579_Gbi_Lko.aln	0.0146	0.0726	4.9766
OGs_OG0002193_Gbi_Lko.aln	0.0752	0.3028	4.0277
OGs_OG0011569_Gbi_Lko.aln	0.0988	0.3894	3.9414
OGs_OG0010599_Gbi_Lko.aln	0.3293	0.5965	1.8116
OGs_OG0001508_Gbi_Lko.aln	0.2397	0.2817	1.1756
OGs_OG0013415_Gbi_Lko.aln	0.0612	0.1698	2.7765
OGs_OG0001690_Gbi_Lko.aln	0.0814	0.164	2.0142
OGs_OG0005746_Gbi_Lko.aln	0.0254	0.0934	3.6722
OGs_OG0008029_Gbi_Lko.aln	0.0582	0.2358	4.0536
OGs_OG0002220_Gbi_Lko.aln	0.158	0.3973	2.5143
OGs_OG0000164_Gbi_Lko.aln	0.1357	0.2805	2.0663
OGs_OG0000982_Gbi_Lko.aln	0.059	0.1297	2.1994
OGs_OG0007652_Gbi_Lko.aln	0.0229	0.066	2.8872
OGs_OG0002859_Gbi_Lko.aln	0.0495	0.1055	2.1309
OGs_OG0001718_Gbi_Lko.aln	0.1026	0.3437	3.3512
OGs_OG0004247_Gbi_Lko.aln	0.0335	0.1392	4.1518
OGs_OG0004797_Gbi_Lko.aln	0.0174	0.0764	4.3939
OGs_OG0002192_Gbi_Lko.aln	0.0144	0.038	2.6417
OGs_OG0001452_Gbi_Lko.aln	0.0289	0.1279	4.4324
OGs_OG0004606_Gbi_Lko.aln	0.0396	0.1178	2.9758
OGs_OG0001072_Gbi_Lko.aln	0.0715	0.1088	1.5212
OGs_OG0007696_Gbi_Lko.aln	0.0828	0.2276	2.7496
OGs_OG0003311_Gbi_Lko.aln	0.4061	0.5012	1.2341
OGs_OG0007035_Gbi_Lko.aln	0.0128	0.0308	2.4072
OGs_OG0003978_Gbi_Lko.aln	0.0448	0.1668	3.7211
OGs_OG0006090_Gbi_Lko.aln	0.0161	0.0833	5.1745
OGs_OG0007594_Gbi_Lko.aln	0.0677	0.3155	4.6628
OGs_OG0008286_Gbi_Lko.aln	0.0214	0.0885	4.1345
OGs_OG0005149_Gbi_Lko.aln	0.0198	0.0896	4.5317
OGs_OG0001461_Gbi_Lko.aln	0.1786	0.3961	2.2185
OGs_OG0011295_Gbi_Lko.aln	0.1375	0.1217	0.8853
OGs_OG0004202_Gbi_Lko.aln	0.0585	0.2369	4.0519
OGs_OG0005541_Gbi_Lko.aln	0.0694	0.164	2.3614
OGs_OG0007535_Gbi_Lko.aln	0.1105	0.138	1.2493
OGs_OG0007386_Gbi_Lko.aln	0.0646	0.2283	3.5328
OGs_OG0006577_Gbi_Lko.aln	0.0003	0.0278	99.0
OGs_OG0005358_Gbi_Lko.aln	0.0272	0.0611	2.2468
OGs_OG0008567_Gbi_Lko.aln	0.1962	0.3735	1.9035
OGs_OG0004838_Gbi_Lko.aln	0.1507	0.2731	1.8123
OGs_OG0005679_Gbi_Lko.aln	0.0552	0.1346	2.44
OGs_OG0001002_Gbi_Lko.aln	0.071	0.1803	2.5415
OGs_OG0013676_Gbi_Lko.aln	0.4066	0.2137	0.5257
OGs_OG0009159_Gbi_Lko.aln	0.0361	0.1359	3.7643
OGs_OG0004669_Gbi_Lko.aln	0.0563	0.1009	1.7929
OGs_OG0004822_Gbi_Lko.aln	0.0631	0.0934	1.4805
OGs_OG0006429_Gbi_Lko.aln	0.1233	0.4438	3.5989
OGs_OG0003847_Gbi_Lko.aln	0.0286	0.0687	2.4004
OGs_OG0000828_Gbi_Lko.aln	0.0388	0.13	3.3515
OGs_OG0003358_Gbi_Lko.aln	0.1093	0.4288	3.9229
OGs_OG0006686_Gbi_Lko.aln	0.0394	0.1186	3.0086
OGs_OG0001248_Gbi_Lko.aln	0.0544	0.0829	1.5238
OGs_OG0002308_Gbi_Lko.aln	0.015	0.0444	2.9598
OGs_OG0013671_Gbi_Lko.aln	0.0985	0.3155	3.2021
OGs_OG0003984_Gbi_Lko.aln	0.015	0.0563	3.7623
OGs_OG0006597_Gbi_Lko.aln	0.0143	0.0124	0.8681
OGs_OG0013545_Gbi_Lko.aln	0.0963	0.4905	5.0919
OGs_OG0003607_Gbi_Lko.aln	0.0339	0.1102	3.251
OGs_OG0006604_Gbi_Lko.aln	0.0102	0.0464	4.5641
OGs_OG0008071_Gbi_Lko.aln	0.0463	0.166	3.5878
OGs_OG0005083_Gbi_Lko.aln	0.0798	0.2206	2.7639
OGs_OG0008030_Gbi_Lko.aln	0.0643	0.1625	2.5279
OGs_OG0002722_Gbi_Lko.aln	0.0266	0.054	2.029
OGs_OG0013662_Gbi_Lko.aln	0.1038	0.2287	2.2036
OGs_OG0005130_Gbi_Lko.aln	0.0261	0.1209	4.6372
OGs_OG0005616_Gbi_Lko.aln	0.0128	0.0459	3.5844
OGs_OG0002313_Gbi_Lko.aln	0.2991	0.4794	1.6029
OGs_OG0003327_Gbi_Lko.aln	0.0679	0.2862	4.2164
OGs_OG0005320_Gbi_Lko.aln	0.0691	0.1026	1.4852
OGs_OG0001845_Gbi_Lko.aln	0.0738	0.1385	1.8769
OGs_OG0008062_Gbi_Lko.aln	0.3212	1.0524	3.2764
OGs_OG0013575_Gbi_Lko.aln	0.0884	0.1376	1.5571
OGs_OG0004494_Gbi_Lko.aln	0.0301	0.1015	3.3682
OGs_OG0002156_Gbi_Lko.aln	0.0393	0.1506	3.8366
OGs_OG0002751_Gbi_Lko.aln	0.0002	0.0187	99.0
OGs_OG0003073_Gbi_Lko.aln	0.0468	0.1326	2.8329
OGs_OG0003815_Gbi_Lko.aln	0.0144	0.0647	4.49
OGs_OG0003821_Gbi_Lko.aln	0.0554	0.0845	1.526
OGs_OG0003670_Gbi_Lko.aln	0.0724	0.2752	3.7991
OGs_OG0003227_Gbi_Lko.aln	0.0014	0.0057	4.1568
OGs_OG0009712_Gbi_Lko.aln	0.0559	0.1737	3.1067
OGs_OG0003596_Gbi_Lko.aln	0.0157	0.0899	5.7175
OGs_OG0007266_Gbi_Lko.aln	0.0526	0.165	3.1361
OGs_OG0004226_Gbi_Lko.aln	0.0306	0.1269	4.1492
OGs_OG0005487_Gbi_Lko.aln	0.1016	0.4163	4.0978
OGs_OG0003859_Gbi_Lko.aln	0.066	0.1342	2.0323
OGs_OG0005912_Gbi_Lko.aln	0.1049	0.3768	3.5906
OGs_OG0005330_Gbi_Lko.aln	0.0192	0.0804	4.1884
OGs_OG0003864_Gbi_Lko.aln	0.0566	0.1428	2.5222
OGs_OG0013574_Gbi_Lko.aln	0.3429	0.5799	1.6915
OGs_OG0002968_Gbi_Lko.aln	0.0119	0.0564	4.7398
OGs_OG0004739_Gbi_Lko.aln	0.0419	0.1673	3.9976
OGs_OG0005561_Gbi_Lko.aln	0.0001	0.0133	99.0
OGs_OG0006135_Gbi_Lko.aln	0.0296	0.1195	4.0332
OGs_OG0001788_Gbi_Lko.aln	0.0053	0.0072	1.3704
OGs_OG0000793_Gbi_Lko.aln	0.0286	0.1494	5.2295
OGs_OG0006220_Gbi_Lko.aln	0.0255	0.0923	3.6244
OGs_OG0006549_Gbi_Lko.aln	0.017	0.0778	4.5851
OGs_OG0003615_Gbi_Lko.aln	0.0409	0.1156	2.8271
OGs_OG0003490_Gbi_Lko.aln	0.0004	0.044	99.0
OGs_OG0004572_Gbi_Lko.aln	0.0938	0.1677	1.789
OGs_OG0005155_Gbi_Lko.aln	0.0374	0.0847	2.2648
OGs_OG0008888_Gbi_Lko.aln	0.1854	0.2917	1.5735
OGs_OG0003858_Gbi_Lko.aln	0.09	0.3737	4.1544
OGs_OG0003879_Gbi_Lko.aln	0.0188	0.0488	2.5916
OGs_OG0003946_Gbi_Lko.aln	0.0678	0.2596	3.8281
OGs_OG0005732_Gbi_Lko.aln	0.0199	0.0485	2.4368
OGs_OG0004345_Gbi_Lko.aln	0.0365	0.1217	3.3345
OGs_OG0007188_Gbi_Lko.aln	0.0747	0.3485	4.664
OGs_OG0008384_Gbi_Lko.aln	0.0336	0.144	4.2858
OGs_OG0013300_Gbi_Lko.aln	0.1065	0.3583	3.3634
OGs_OG0005312_Gbi_Lko.aln	0.0365	0.0852	2.3358
OGs_OG0006589_Gbi_Lko.aln	0.1403	0.5471	3.9009
OGs_OG0003214_Gbi_Lko.aln	0.0226	0.0893	3.9616
OGs_OG0004238_Gbi_Lko.aln	0.0447	0.1024	2.2908
OGs_OG0008818_Gbi_Lko.aln	0.1358	0.2142	1.5767
OGs_OG0008008_Gbi_Lko.aln	0.0586	0.2727	4.6515
